Name,Address,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Description,Currency,Price Level,City,Country,State
Todos Santos,"22322 El Paseo, Rancho Santa Margarita, 92688, USA",Mexican,-117.59246,33.6385528,Selected Restaurants,0,"Air conditioning,Brunch,Car park,Terrace,Wheelchair access","The triumvirate of owners here may not be from Mexico, but thanks to time done in SoCal, they have a strong grasp over the nation's cuisine. Named for a town on the Baja California Peninsula, the eponymous gem brings a strong dose of magic to this mountainous terrain. Don't be fooled by its mall surrounds, as it's a verdant spot serving delicious food and creative sips—try the organic margarita to get what all the fuss is about.The staff is friendly and attentive to requests. Head to the patio when the sun is out to savor halibut tempura tacos with a salad of cabbage, avocado, and pico de gallo. The ""Veracruz vegetarian enchilada"" is another favorite, teeming with vegetables and salsa verde. Come rain or shine, caramel churros are a desirable finale.",$,3,Rancho Santa Margarita,USA,California
Omakase by Gino,"304 N. Main St., Santa Ana, 92701, USA",Japanese,-117.8677951,33.7473976,Selected Restaurants,0,"Air conditioning,Counter dining","Omakase by Gino is nestled amid a sleepy section of downtown Santa Ana but inside, this sushi den is firing on all cylinders. Distressed wood and exposed brick lend a tavern feel while decorative touches are decidedly Japanese. Chef Choi Jin-ho (the restaurant's name is a play on his name) brings palpable joy to this spot with his friendly but focused manner, and the food is just as smile-inducing. Imagine the likes of yuzu cream tucked with a ribbon of crisp Asian pear filled with house-cured ikura or a beautiful fillet of tuna sliced, hit with a flame and set atop an elegant swoosh of garlic and shishito pepper miso. Thick udon noodles are tucked with lobes of creamy uni and a thatch of Italian black summer truffles for a supremely enjoyable (woodsy) bite.",$,4,Santa Ana,USA,California
Nine-Ten,"910 Prospect St., La Jolla, 92037, USA",Contemporary,-117.27514,32.847057,Selected Restaurants,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Valet parking,Wheelchair access","There may be no better way to end a day of watching the seals and surf than savoring a plate of Jamaican jerk pork belly at Nine-Ten. Located in the century-old Grande Colonial Hotel, the dining room is more relaxed than grand, populated by beachy sorts who keep their shades on through dinner. During lunch, the menu offers casual fare like sandwiches and salads; the front sidewalk and back area overlooking the pool are excellent spots to tuck in. Those seeking the fullest experience at dinner may opt to put themselves at the “mercy of the chef,” their cheeky way of offering a tasting menu. The pastry program is a highlight, whether it’s freshly baked pastries at brunch or a “creamsicle” dessert with citrus cake, coconut ice cream and orange sherbet.",$,3,La Jolla,USA,California
Guesthouse,"850 College Ave., Kentfield, 94904, USA",Contemporary,-122.5483542,37.9545644,Selected Restaurants,0,"Air conditioning,Wheelchair access","After a decade cooking at Larkspur’s beloved Picco, Chef Jared Rogers has grown well-attuned to the tastes of the polished Marin crowd. His Kentfield eatery is a neighborhood gem, but for residents with million-dollar homes. The menu is appropriately packed with dressed-up crowd-pleasers—from grilled king salmon with chimichurri and summery succotash to decadent flourless chocolate cake piled with chocolate ice cream.Donning soft leather booths, eye-catching wallpaper and a tiled central bar, the room has the feel of a cavernous old barn transformed into a luxe vacation hideaway. This holiday vibe continues through Co-owner Dustin Sullivan’s hand-crafted cocktails, like the Royal Bermuda Yacht Club—a tropical rum concoction with lime and grapefruit.",$,3,Kentfield,USA,California
Merchant Roots,"1365 Fillmore St., San Francisco, 94115, USA",Creative,-122.432447,37.7820215,Selected Restaurants,0,"Air conditioning,Interesting wine list,Wheelchair access","Plan ahead to secure tickets to this intimate den, where there are just a handful of seats and dinner is served only four nights a week. Dining here is a singular experience—though simple, the room flaunts an impressive fiber piece from a local artisan, custom-made tableware, and other hand-hewn furnishings.Chef Ryan Shelton arranges each of his meticulously-planned menus (which change seasonally) around a central theme, as in spring flowers or fall mushrooms. You might be enchanted by an alpine cauliflower meadow, featuring tiny crunchy florets with date hummus, before entering a fungi-laden forest. The latter is laden with canapés, including an oyster mushroom jambalaya encased in a maltose sphere--it's a feast for the eyes as well as the palate.",$,4,San Francisco,USA,California
Trust,"3752 Park Blvd., San Diego, 92103, USA",American,-117.1464981,32.7467324,Selected Restaurants,0,"Air conditioning,Brunch,Counter dining,Terrace,Wheelchair access","This stylish neighborhood eatery is best enjoyed with those you ""trust"" most—and boasting a menu comprised of small plates, the theme here is all about sharing. On San Diego’s many fair-weather days, friends crowd onto the expansive patio to share Chef Brad Wise's delicious bites. His kitchen team relies primarily on the seasonal bounty of local farms to prepare such delights as hamachi tartare layered harmoniously with diced cucumber, smashed avocado and pea sprouts; or a fried chicken sandwich with shredded cabbage, house-made ssam sauce and hand-cut fries.When the weather turns colder, the industrial-cool dining room (complete with concrete and steel) is warmed by the glow of a wood-fired grill and softened by the upbeat mood of a chatty clientele.",$,3,San Diego,USA,California
Medina,"2850 El Cajon Blvd., San Diego, 92104, USA",Moroccan,-117.1323169,32.7555336,Selected Restaurants,0,"Terrace,Wheelchair access","This self-described “Moroccan-Baja kitchen” might sound unusual, but it’s full of bold, enticing flavors. Inspired by both her local environs and family heritage, Chef Alia Jaziri turn outs a fascinating fast-casual menu. Delicacies include Moroccan-spiced chicken tacos dressed with preserved lemon and tzatziki-inspired crema, or couscous bowls layered with merguez, black beans, queso fresco and toasted pepitas. For those less inclined to fusion fare, the shakshuka (poached eggs in a spicy North African tomato sauce) is a faithful rendition.Though simple, this space has a coastal feel from skylights, a roll-up door, and relaxing color scheme of white, cyan and teal. Linger in the calm with a serving of baklava and rosewater-topped Greek fro-yo.",$,1,San Diego,USA,California
Tempura Endo,"9777 S. Santa Monica Blvd., Beverly Hills, 90210, USA",Japanese,-118.4089392,34.0675967,Selected Restaurants,0,"Air conditioning,Counter dining,Notable sake list","There are few restaurants in the country dedicated solely to tempura, a Japanese style of cooking that is so much more than just “frying.” Tempura Endo in Beverly Hills is one such rare breed. Though there are tables woven throughout the restaurant, aim for a seat at the counter in front of the handmade copper cauldron. The tasting menus are on the pricey side, but such is the cost for a parade of vegetables and seafood dipped and fried delicately and served one at a time by the chef himself. Ribs of sweet corn, scallops from Hokkaido, broccolini, and snapper wrapped in shiso are all carefully placed in hot cottonseed oil and emerge with a lacy, almost transparent coating. At the meal’s end, opt for the tempura rice bowl over the soba noodles.",$,4,Beverly Hills,USA,California
Harborview,"4 Embarcadero Center, San Francisco, 94111, USA",Chinese,-122.39656,37.795055,Selected Restaurants,0,"Air conditioning,Great view,Terrace,Wheelchair access","With a behemoth $14-million space in the Embarcadero Center to call its own, this restaurant and bar is no mom-and-pop Cantonese joint. In fact, its dining room showcases impressive views of the Ferry building and Bay Bridge from its sunny upper deck patio; add to that a beautiful and polished interior space offering sun-drenched rooms as well as more intimately lit nooks.For lunch, you can order from the extensive dim sum selection, a separate kitchen menu or simply pick whatever strikes your fancy from the passing carts. From sesame balls to fried daikon and shrimp rolls, one really can’t go wrong. For dinner though, go for the crispy, golden-brown Peking duck, served with crunchy cucumber and scallions, steamed buns and a decadent house-made sauce.",$,2,San Francisco,USA,California
LSXO,"21010 Pacific Coast Hwy., Huntington Beach, 92648, USA",Vietnamese,-117.9985791,33.6553551,Selected Restaurants,0,"Air conditioning,Car park,Great view","Across from beautiful Huntington Beach, find this not-so-secret speakeasy tucked inside its parent restaurant, Bluegold, where it's difficult to avoid staring at the Pacific views. But the difference is palpable—LSXO is a bit cooler, louder and has a more defined personality. There are so many terrific dishes on offer that it's hard to go wrong and helpful servers will always steer you in the right direction. Don't miss the savory pork, shrimp and crab dumplings served alongside an incendiary, peanut-loaded black vinegar dressing. Then, a big steaming bowl of cháo loaded with crab, salted cod, white fish and egg whites, is silky and delicious.Getting a seat here can be tough, but good food makes this so much more than just a scene.",$,3,Huntington Beach,USA,California
